simulation,month,alive,deaths,births,males,females,mature,pregnant
3,40,28959,6846,6920,14544,14415,7472,1525
3,41,29033,6919,6761,14560,14473,7341,1500
3,42,28875,6934,6562,14480,14395,7205,1448
3,43,28503,6794,6375,14239,14264,7130,1414
3,44,28084,6627,6335,14079,14005,7010,1429
3,45,27792,6599,6699,13916,13876,6975,1476
3,46,27892,6620,6243,13962,13930,6903,1398
3,47,27515,6631,6457,13748,13767,6836,1444
3,48,27341,6645,6303,13591,13750,6761,1402
3,49,26999,6404,6012,13478,13521,6629,1343
3,50,26607,6319,6142,13295,13312,6521,1377
3,51,26430,6257,6314,13229,13201,6536,1403
3,52,26487,6271,6407,13362,13125,6535,1428
3,53,26623,6334,6285,13396,13227,6484,1387
3,54,26574,6252,6379,13371,13203,6406,1399
3,55,26701,6466,6404,13394,13307,6355,1431
3,56,26639,6379,6489,13323,13316,6258,1429
3,57,26749,6425,6170,13341,13408,6182,1377
3,58,26494,6377,6201,13265,13229,6162,1392
3,59,26318,6395,6338,13091,13227,6119,1406
3,60,26261,6356,6116,13013,13248,6095,1344
3,61,26021,6303,6152,12974,13047,6063,1364
3,62,25870,6217,5821,12988,12882,6023,1282
3,63,25474,6264,6162,12749,12725,6026,1370
3,64,25372,6008,5568,12745,12627,5858,1246
3,65,24932,6058,5990,12478,12454,5911,1333
3,66,24864,6166,5998,12447,12417,5884,1319
3,67,24696,5926,6004,12347,12349,5813,1330
3,68,24774,5958,6055,12441,12333,5756,1341
3,69,24871,6015,5929,12510,12361,5752,1296
3,70,24785,6171,5739,12534,12251,5567,1277
3,71,24353,5959,5690,12317,12036,5512,1278
3,72,24084,5904,5767,12050,12034,5516,1288
3,73,23947,5844,5763,12025,11922,5526,1283
3,74,23866,5831,5646,12006,11860,5576,1273
3,75,23681,5772,5780,11886,11795,5623,1291
3,76,23689,5756,5555,11837,11852,5498,1238
3,77,23488,5784,5673,11760,11728,5414,1263
3,78,23377,5733,5370,11696,11681,5262,1195
3,79,23014,5558,5469,11490,11524,5275,1228
3,80,22925,5644,5225,11435,11490,5196,1160
3,81,22506,5456,5642,11253,11253,5234,1241
3,82,22692,5457,5570,11349,11343,5251,1236
3,83,22805,5529,5573,11326,11479,5216,1235
3,84,22849,5603,5152,11427,11422,5092,1159
3,85,22398,5522,5344,11144,11254,5108,1187
3,86,22220,5386,4990,11028,11192,5038,1121
3,87,21824,5213,5071,10842,10982,5023,1124
3,88,21682,5296,5287,10765,10917,5039,1169
3,89,21673,5412,5338,10796,10877,5111,1191
3,90,21599,5259,5384,10739,10860,5052,1180
3,91,21724,5244,5272,10859,10865,5007,1172
3,92,21752,5293,5012,10856,10896,4971,1102
3,93,21471,5155,4892,10704,10767,4825,1097
3,94,21208,5197,4763,10625,10583,4792,1057
3,95,20774,5105,4868,10385,10389,4743,1083
3,96,20537,4999,4880,10238,10299,4771,1099
3,97,20418,4990,4926,10215,10203,4756,1090
3,98,20354,5129,4677,10198,10156,4713,1034
3,99,19902,4865,4857,9923,9979,4616,1083
3,100,19894,4861,4840,9904,9990,4596,1077
3,101,19873,4890,4729,9940,9933,4551,1037
3,102,19712,4858,4971,9868,9844,4567,1096
3,103,19825,4788,4838,9947,9878,4430,1085
3,104,19875,4690,4827,10032,9843,4387,1065
3,105,20012,4904,4534,10081,9931,4452,1008
3,106,19642,4850,4782,9901,9741,4455,1066
3,107,19574,4814,4529,9787,9787,4417,1003
3,108,19289,4730,4695,9684,9605,4355,1023
3,109,19254,4682,4695,9654,9600,4377,1032
3,110,19267,4720,4439,9585,9682,4350,996
3,111,18986,4679,4501,9392,9594,4319,995
3,112,18808,4570,4592,9364,9444,4359,1012
3,113,18830,4552,4582,9459,9371,4275,1017
3,114,18860,4615,4644,9395,9465,4328,1033
3,115,18889,4531,4572,9482,9407,4238,1025
3,116,18930,4729,4570,9524,9406,4257,1008
3,117,18771,4490,4333,9397,9374,4178,966
3,118,18614,4625,4378,9293,9321,4239,971
3,119,18367,4445,4412,9166,9201,4157,988
3,120,18334,4566,4229,9224,9110,4123,950
3,121,17997,4276,4102,9054,8943,4114,921
3,122,17823,4414,4166,8908,8915,4095,940
3,123,17575,4201,4299,8801,8774,4063,962
3,124,17673,4273,4253,8829,8844,4070,949
3,125,17653,4382,4363,8757,8896,4052,961
3,126,17634,4257,4346,8684,8950,4029,958
3,127,17723,4342,4141,8771,8952,3937,928
3,128,17522,4201,4172,8745,8777,3910,925
3,129,17493,4288,4123,8712,8781,3921,904
3,130,17328,4240,4124,8639,8689,3889,928
3,131,17212,4234,4160,8522,8690,3907,921
3,132,17138,4123,4223,8532,8606,3955,936
3,133,17238,4267,3774,8604,8634,3913,849
3,134,16745,4024,3860,8280,8465,3835,866
3,135,16581,3930,4014,8201,8380,3787,897
3,136,16665,4158,4115,8280,8385,3849,918
3,137,16622,3969,3959,8350,8272,3776,886
3,138,16612,4019,4042,8332,8280,3821,904
3,139,16635,4099,4056,8370,8265,3759,902
3,140,16592,4051,3992,8278,8314,3661,883
3,141,16533,4045,3926,8273,8260,3637,876
3,142,16414,4026,4150,8204,8210,3642,926
3,143,16538,3991,3680,8226,8312,3601,814
3,144,16227,3991,3928,8083,8144,3630,885
3,145,16164,3915,3949,8075,8089,3630,868
3,146,16198,3929,3895,8109,8089,3666,876
3,147,16164,3911,3855,8111,8053,3637,844
3,148,16108,3956,3901,8050,8058,3671,876
3,149,16053,4022,3836,7961,8092,3566,856
3,150,15867,3898,3733,7906,7961,3526,825
3,151,15702,3964,3684,7820,7882,3553,826
3,152,15422,3710,3696,7699,7723,3492,813
3,153,15408,3757,3492,7735,7673,3479,779
3,154,15143,3687,3699,7513,7630,3473,816
3,155,15155,3649,3813,7535,7620,3464,847
3,156,15319,3748,3469,7610,7709,3374,779
3,157,15040,3713,3494,7521,7519,3324,781
3,158,14821,3538,3589,7431,7390,3354,795
3,159,14872,3564,3646,7521,7351,3364,808
3,160,14954,3606,3691,7546,7408,3379,815
3,161,15039,3721,3598,7554,7485,3403,802
3,162,14916,3647,3472,7482,7434,3333,779
3,163,14741,3608,3490,7321,7420,3402,766
3,164,14623,3612,3337,7273,7350,3328,736
3,165,14348,3508,3388,7128,7220,3297,758
3,166,14228,3426,3359,7060,7168,3332,741
3,167,14161,3361,3505,6974,7187,3340,772
3,168,14305,3526,3259,7088,7217,3327,731
3,169,14038,3394,3418,6956,7082,3267,762
3,170,14062,3518,3320,6926,7136,3224,746
3,171,13864,3509,3406,6837,7027,3196,751
3,172,13761,3432,3026,6848,6913,3105,676
3,173,13355,3374,3005,6665,6690,3068,670
3,174,12986,3148,3062,6415,6571,2983,681
3,175,12900,3149,3048,6356,6544,2990,671
3,176,12799,3131,2999,6280,6519,2917,671
3,177,12667,3122,3155,6307,6360,2940,698
3,178,12700,3083,3041,6349,6351,2899,687
3,179,12658,3112,3229,6295,6363,2885,721
3,180,12775,3064,2908,6289,6486,2854,657
3,181,12619,3088,3039,6151,6468,2836,676
3,182,12570,3046,2843,6210,6360,2760,627
3,183,12367,3054,2864,6117,6250,2746,630
3,184,12177,2931,2965,6021,6156,2784,668
3,185,12211,2868,2868,6055,6156,2813,639
3,186,12211,2937,3046,6085,6126,2872,670
3,187,12320,2973,2873,6199,6121,2833,638
3,188,12220,2998,2959,6188,6032,2806,652
3,189,12181,3035,2739,6106,6075,2736,601
3,190,11885,3018,2762,5958,5927,2689,613
3,191,11629,2808,2711,5809,5820,2618,598
3,192,11532,2815,2604,5764,5768,2641,576
3,193,11321,2848,2955,5718,5603,2648,667
3,194,11428,2749,2726,5752,5676,2624,601
3,195,11405,2727,2827,5660,5745,2634,634
3,196,11505,2841,2797,5721,5784,2597,621
3,197,11461,2747,2602,5775,5686,2534,577
3,198,11316,2776,2507,5642,5674,2484,560
3,199,11047,2727,2588,5498,5549,2502,566
3,200,10908,2637,2481,5345,5563,2517,547
3,201,10752,2639,2602,5297,5455,2467,588
3,202,10715,2617,2589,5279,5436,2420,570
3,203,10687,2630,2632,5287,5400,2410,586
3,204,10689,2614,2274,5272,5417,2324,518
3,205,10349,2536,2550,5160,5189,2347,557
3,206,10363,2523,2317,5190,5173,2319,513
3,207,10157,2504,2389,5087,5070,2320,531
3,208,10042,2422,2391,5045,4997,2281,536
3,209,10011,2431,2443,5012,4999,2371,545
3,210,10023,2377,2374,5010,5013,2291,530
3,211,10020,2430,2286,5027,4993,2261,499
3,212,9876,2373,2412,5026,4850,2247,532
3,213,9915,2440,2446,5028,4887,2261,552
3,214,9921,2401,2270,5059,4862,2274,512
3,215,9790,2313,2444,4972,4818,2275,548
3,216,9921,2452,2457,5071,4850,2238,544
3,217,9926,2479,2330,5052,4874,2220,519
3,218,9777,2346,2442,4962,4815,2178,546
3,219,9873,2398,2243,4956,4917,2216,494
3,220,9718,2364,2311,4885,4833,2182,517
3,221,9665,2364,2347,4832,4833,2185,515
3,222,9648,2345,2227,4835,4813,2200,501
3,223,9530,2382,2434,4820,4710,2184,535
3,224,9582,2295,2459,4842,4740,2236,543
3,225,9746,2350,2263,4926,4820,2130,500
3,226,9659,2400,2359,4848,4811,2130,531
3,227,9618,2320,2027,4888,4730,2088,452
3,228,9325,2248,2170,4735,4590,2096,488
3,229,9247,2294,2130,4649,4598,2151,475
3,230,9083,2188,2255,4593,4490,2132,503
3,231,9150,2299,2393,4640,4510,2178,540
3,232,9244,2293,2170,4679,4565,2118,484
3,233,9121,2262,2175,4655,4466,2020,491
3,234,9034,2205,2031,4611,4423,1965,450
3,235,8860,2099,1957,4513,4347,1939,443
3,236,8718,2094,2118,4411,4307,1932,475
3,237,8742,2194,2208,4432,4310,1976,493
3,238,8756,2134,2158,4405,4351,1956,477
3,239,8780,2167,1957,4428,4352,1948,442
3,240,8570,2196,2005,4286,4284,1962,448
3,241,8379,2033,2104,4182,4197,1881,473
3,242,8450,2061,1964,4275,4175,1837,431
3,243,8353,2008,1995,4176,4177,1844,446
3,244,8340,1980,2227,4142,4198,1881,488
3,245,8587,2094,1914,4313,4274,1862,430
3,246,8407,2089,1977,4246,4161,1865,439
3,247,8295,2102,2075,4221,4074,1887,455
3,248,8268,2013,1913,4132,4136,1857,432
3,249,8168,2009,1835,4072,4096,1825,415
3,250,7994,1947,1931,4003,3991,1815,426
3,251,7978,1953,1956,3969,4009,1779,435
3,252,7981,1966,1970,3998,3983,1803,434
3,253,7985,1935,1981,4015,3970,1841,445
3,254,8031,1941,1938,4077,3954,1798,426
3,255,8028,1941,1862,3997,4031,1757,406
3,256,7949,1952,1738,3961,3988,1741,386
3,257,7735,1884,1872,3874,3861,1765,420
3,258,7723,1867,1844,3861,3862,1779,413
3,259,7700,1885,1829,3809,3891,1808,401
3,260,7644,1848,1756,3796,3848,1815,388
3,261,7552,1811,1853,3752,3800,1771,415
3,262,7594,1838,1908,3799,3795,1730,421
3,263,7664,1845,1630,3808,3856,1686,365
3,264,7449,1821,1727,3738,3711,1693,383
3,265,7355,1872,1740,3692,3663,1643,386
3,266,7223,1801,1606,3599,3624,1635,360
3,267,7028,1742,1879,3490,3538,1668,409
3,268,7165,1772,1738,3547,3618,1700,390
3,269,7131,1705,1801,3602,3529,1650,397
3,270,7227,1807,1606,3626,3601,1577,360
3,271,7026,1684,1470,3494,3532,1521,330
3,272,6812,1699,1693,3413,3399,1533,372
3,273,6806,1663,1549,3358,3448,1547,344
3,274,6692,1584,1599,3280,3412,1556,350
3,275,6707,1663,1694,3289,3418,1607,381
3,276,6738,1660,1566,3286,3452,1597,340
3,277,6644,1675,1666,3280,3364,1537,371
3,278,6635,1623,1591,3300,3335,1482,355
3,279,6603,1642,1545,3279,3324,1472,344
3,280,6506,1618,1604,3204,3302,1468,356
3,281,6492,1575,1445,3167,3325,1488,320
3,282,6362,1569,1566,3150,3212,1467,352
3,283,6359,1567,1496,3137,3222,1462,335
3,284,6288,1528,1604,3126,3162,1451,352
3,285,6364,1519,1521,3137,3227,1413,337
3,286,6366,1553,1363,3150,3216,1420,313
3,287,6176,1495,1439,3120,3056,1410,313
3,288,6120,1542,1452,3059,3061,1424,321
3,289,6030,1490,1378,3043,2987,1385,311
3,290,5918,1493,1442,2945,2973,1398,317
3,291,5867,1401,1418,2885,2982,1364,305
3,292,5884,1412,1450,2919,2965,1345,311
3,293,5922,1432,1476,2966,2956,1355,328
3,294,5966,1417,1410,2962,3004,1332,319
3,295,5959,1414,1244,2936,3023,1293,280
3,296,5789,1381,1239,2844,2945,1312,277
3,297,5647,1384,1324,2789,2858,1320,291
3,298,5587,1349,1429,2752,2835,1325,309
3,299,5667,1388,1448,2798,2869,1330,319
3,300,5727,1370,1386,2863,2864,1354,311
3,301,5743,1374,1225,2896,2847,1309,278
3,302,5594,1339,1311,2788,2806,1273,289
3,303,5566,1336,1352,2780,2786,1261,296
3,304,5582,1299,1374,2806,2776,1290,297
3,305,5657,1425,1463,2856,2801,1341,318
3,306,5695,1429,1377,2879,2816,1302,310
3,307,5643,1419,1346,2849,2794,1249,289
3,308,5570,1324,1253,2787,2783,1220,279
3,309,5499,1313,1262,2743,2756,1232,286
3,310,5448,1318,1237,2699,2749,1235,273
3,311,5367,1309,1207,2612,2755,1222,273
3,312,5265,1327,1325,2632,2633,1261,291
3,313,5263,1302,1463,2630,2633,1231,323
3,314,5424,1337,1333,2715,2709,1235,292
3,315,5420,1372,1206,2759,2661,1179,270
3,316,5254,1304,1112,2701,2553,1118,247
3,317,5062,1254,1198,2569,2493,1118,262
3,318,5006,1205,1188,2491,2515,1117,269
3,319,4989,1195,1258,2490,2499,1123,281
3,320,5052,1275,1197,2522,2530,1130,260
3,321,4974,1261,1314,2472,2502,1145,287
3,322,5027,1183,1155,2517,2510,1077,254
3,323,4999,1224,1197,2517,2482,1095,262
3,324,4972,1227,1140,2465,2507,1074,255
3,325,4885,1168,1044,2417,2468,1074,237
3,326,4761,1167,1140,2393,2368,1054,256
3,327,4734,1141,1176,2353,2381,1079,255
3,328,4769,1094,1200,2375,2394,1081,262
3,329,4875,1161,1181,2432,2443,1092,262
3,330,4895,1189,1221,2423,2472,1101,266
3,331,4927,1194,1149,2449,2478,1108,257
3,332,4882,1216,1130,2433,2449,1080,249
3,333,4796,1138,1192,2426,2370,1084,258
3,334,4850,1172,1259,2457,2393,1107,280
3,335,4937,1197,1230,2500,2437,1113,269
3,336,4970,1199,1163,2504,2466,1156,262
3,337,4934,1154,1179,2479,2455,1125,265
3,338,4959,1194,1226,2527,2432,1117,275
3,339,4991,1282,1178,2541,2450,1114,262
3,340,4887,1185,1181,2492,2395,1095,255
3,341,4883,1201,1271,2469,2414,1105,276
3,342,4953,1193,1187,2569,2384,1088,263
3,343,4947,1198,1110,2511,2436,1069,250
3,344,4859,1244,1046,2443,2416,1063,234
3,345,4661,1138,1049,2336,2325,1029,229
3,346,4572,1102,1114,2282,2290,1028,237
3,347,4584,1104,1045,2329,2255,1061,239
3,348,4525,1130,1119,2325,2200,1057,255
3,349,4514,1071,1111,2280,2234,1050,251
3,350,4554,1154,1138,2305,2249,1051,247
3,351,4538,1080,1061,2301,2237,1021,232
3,352,4519,1115,995,2283,2236,1011,221
3,353,4399,1105,1034,2197,2202,998,231
3,354,4328,1020,1124,2150,2178,1001,252
3,355,4432,1093,993,2218,2214,996,227
3,356,4332,1083,1005,2174,2158,1009,221
3,357,4254,976,1089,2121,2133,968,237
3,358,4367,1050,1030,2206,2161,991,230
3,359,4347,1074,960,2213,2134,969,222
3,360,4233,1064,1160,2121,2112,991,254
3,361,4329,1078,1003,2142,2187,957,225
3,362,4254,1047,1019,2086,2168,952,225
3,363,4226,1016,944,2059,2167,979,211
3,364,4154,1019,955,2023,2131,971,207
3,365,4090,1016,927,1999,2091,933,199
3,366,4001,969,956,1963,2038,949,209
3,367,3988,922,938,1967,2021,934,210
3,368,4004,1010,1084,1985,2019,977,235
3,369,4078,986,911,2042,2036,934,203
3,370,4003,1004,958,2002,2001,899,215
3,371,3957,990,903,1939,2018,853,203
3,372,3870,992,788,1918,1952,852,172
3,373,3666,879,858,1816,1850,841,189
3,374,3645,879,875,1841,1804,823,190
3,375,3641,908,935,1801,1840,865,204
3,376,3668,892,912,1843,1825,873,203
3,377,3688,893,896,1845,1843,859,206
3,378,3691,880,981,1826,1865,838,216
3,379,3792,894,870,1857,1935,822,196
3,380,3768,954,956,1861,1907,835,215
3,381,3770,902,870,1866,1904,816,194
3,382,3738,929,862,1870,1868,822,191
3,383,3671,891,908,1856,1815,833,194
3,384,3688,914,884,1860,1828,812,193
3,385,3658,876,797,1839,1819,797,175
3,386,3579,890,859,1807,1772,809,183
3,387,3548,882,849,1778,1770,830,195
3,388,3515,848,856,1748,1767,798,190
3,389,3523,870,879,1734,1789,806,194
3,390,3532,887,829,1754,1778,796,185
3,391,3474,867,753,1681,1793,764,171
3,392,3360,824,874,1624,1736,769,195
3,393,3410,804,885,1682,1728,747,197
3,394,3491,860,816,1737,1754,751,180
3,395,3447,811,719,1719,1728,755,160
3,396,3355,821,779,1673,1682,775,169
3,397,3313,761,746,1659,1654,756,163
3,398,3298,808,772,1628,1670,778,171
3,399,3262,809,796,1612,1650,789,178
3,400,3249,818,863,1625,1624,785,190
3,401,3294,817,734,1650,1644,731,165
3,402,3211,752,756,1620,1591,715,165
3,403,3215,827,852,1614,1601,717,188
3,404,3240,816,757,1616,1624,693,170
3,405,3181,771,619,1603,1578,684,139
3,406,3029,738,620,1558,1471,693,139
3,407,2911,706,784,1496,1415,682,177
3,408,2989,696,756,1538,1451,659,160
3,409,3049,681,844,1552,1497,699,189
3,410,3212,796,884,1626,1586,735,199
3,411,3300,819,779,1650,1650,694,176
3,412,3260,790,786,1628,1632,653,174
3,413,3256,777,670,1617,1639,666,151
3,414,3149,773,724,1593,1556,710,161
3,415,3100,746,689,1557,1543,703,156
3,416,3043,707,756,1499,1544,730,168
3,417,3092,779,745,1502,1590,726,166
3,418,3058,710,823,1531,1527,732,181
3,419,3171,802,766,1616,1555,729,169
3,420,3135,726,755,1577,1558,706,164
3,421,3164,777,836,1596,1568,691,185
3,422,3223,785,722,1616,1607,672,161
3,423,3160,774,812,1585,1575,702,175
3,424,3198,806,726,1611,1587,711,164
3,425,3118,730,746,1570,1548,686,163
3,426,3134,782,751,1578,1556,703,167
3,427,3103,758,713,1552,1551,686,156
3,428,3058,783,754,1525,1533,677,170
3,429,3029,734,684,1499,1530,658,157
3,430,2979,716,766,1448,1531,653,173
3,431,3029,727,659,1504,1525,644,147
3,432,2961,749,673,1440,1521,674,150
3,433,2885,704,650,1408,1477,675,145
3,434,2831,716,617,1383,1448,686,136
3,435,2732,625,622,1358,1374,659,137
3,436,2729,676,668,1359,1370,648,151
3,437,2721,679,673,1358,1363,659,145
3,438,2715,648,694,1357,1358,645,155
3,439,2761,650,725,1375,1386,622,159
3,440,2836,667,555,1411,1425,585,127
3,441,2724,691,642,1369,1355,592,143
3,442,2675,621,719,1340,1335,594,161
3,443,2773,681,711,1422,1351,608,158
3,444,2803,729,635,1441,1362,610,144
3,445,2709,663,644,1376,1333,597,139
3,446,2690,627,621,1357,1333,580,135
3,447,2684,706,628,1366,1318,591,140
3,448,2606,617,614,1281,1325,594,131
3,449,2603,627,612,1307,1296,571,140
3,450,2588,604,601,1260,1328,584,133
3,451,2585,619,579,1279,1306,600,135
3,452,2545,651,572,1280,1265,583,130
3,453,2466,637,584,1275,1191,566,130
3,454,2413,565,603,1250,1163,543,136
3,455,2451,580,568,1233,1218,556,127
3,456,2439,621,665,1209,1230,580,147
3,457,2483,621,541,1199,1284,546,123
3,458,2403,614,558,1137,1266,530,124
3,459,2347,558,505,1100,1247,539,111
3,460,2294,558,470,1120,1174,522,107
3,461,2206,554,526,1069,1137,529,115
3,462,2178,538,597,1071,1107,543,137
3,463,2237,525,522,1110,1127,525,114
3,464,2234,540,517,1103,1131,544,113
3,465,2211,560,471,1105,1106,518,103
3,466,2122,516,512,1062,1060,476,109
3,467,2118,496,460,1053,1065,464,105
3,468,2082,501,509,1051,1031,483,115
3,469,2090,527,500,1082,1008,485,111
3,470,2063,520,442,1055,1008,479,100
3,471,1985,486,493,1005,980,455,108
3,472,1992,475,422,1024,968,456,94
3,473,1939,475,532,1000,939,433,110
3,474,1996,483,454,1031,965,424,101
3,475,1967,493,520,1013,954,453,110
3,476,1994,473,513,1013,981,439,111
3,477,2034,508,472,1031,1003,445,103
3,478,1998,511,483,1026,972,446,111
3,479,1970,484,509,992,978,431,113
3,480,1995,479,458,1013,982,444,103
3,481,1974,460,439,973,1001,455,95
3,482,1953,482,521,947,1006,455,111
3,483,1992,485,454,996,996,444,100
3,484,1961,430,474,997,964,432,102
3,485,2005,492,550,1013,992,454,121
3,486,2063,504,442,1042,1021,449,104
3,487,2001,501,462,1003,998,430,105
3,488,1962,457,471,992,970,452,105
3,489,1976,491,474,1005,971,456,105
3,490,1959,471,463,990,969,451,104
3,491,1951,463,483,954,997,438,105
3,492,1971,477,469,967,1004,440,105
3,493,1963,452,452,944,1019,425,102
3,494,1963,508,403,950,1013,417,90
3,495,1858,445,369,920,938,421,86
3,496,1782,411,400,899,883,412,89
3,497,1771,415,425,899,872,426,95
3,498,1781,429,381,879,902,432,83
3,499,1733,443,482,870,863,438,107
3,500,1772,450,454,868,904,416,100
3,501,1776,423,411,882,894,413,92
3,502,1764,436,376,891,873,396,83
3,503,1704,405,428,869,835,380,96
3,504,1727,417,444,869,858,394,100
3,505,1754,394,500,883,871,403,108
3,506,1860,450,406,947,913,406,90
3,507,1816,437,545,920,896,416,123
3,508,1924,493,515,992,932,414,112
3,509,1946,434,417,1001,945,389,92
3,510,1929,455,476,980,949,411,105
3,511,1950,474,490,985,965,445,105
3,512,1966,513,466,1007,959,410,101
3,513,1919,488,438,966,953,435,98
3,514,1869,462,471,904,965,410,104
3,515,1878,447,495,917,961,413,109
3,516,1926,495,449,907,1019,405,99
3,517,1880,471,330,907,973,398,73
3,518,1739,435,394,811,928,407,90
3,519,1698,476,396,791,907,401,87
3,520,1618,398,375,761,857,371,81
3,521,1595,399,326,770,825,360,71
3,522,1522,380,319,736,786,370,70
3,523,1461,366,369,717,744,354,86
3,524,1464,356,376,727,737,361,84
3,525,1484,335,389,736,748,354,90
3,526,1538,368,327,753,785,359,72
3,527,1497,360,342,750,747,349,76
3,528,1479,355,440,756,723,347,93
3,529,1564,388,371,808,756,334,84
3,530,1547,365,393,792,755,326,87
3,531,1575,362,432,791,784,346,92
3,532,1645,438,429,843,802,355,96
3,533,1636,384,421,858,778,337,89
3,534,1673,406,383,854,819,340,84
3,535,1650,395,379,833,817,341,84
3,536,1634,397,329,819,815,339,75
3,537,1566,379,431,798,768,355,96
3,538,1618,370,416,809,809,383,94
3,539,1664,388,412,838,826,383,89
3,540,1688,407,418,870,818,381,93
3,541,1699,409,402,873,826,381,90
3,542,1692,431,473,868,824,385,103
3,543,1734,424,425,888,846,372,94
3,544,1735,422,402,875,860,383,91
3,545,1715,458,384,859,856,385,88
3,546,1641,398,378,826,815,375,88
3,547,1621,401,337,826,795,359,73
3,548,1557,400,296,782,775,348,67
3,549,1453,373,431,726,727,352,97
3,550,1511,375,410,760,751,337,85
3,551,1546,356,367,752,794,337,83
3,552,1557,352,387,743,814,366,92
3,553,1592,399,375,747,845,354,88
3,554,1568,370,335,751,817,319,73
3,555,1533,387,348,744,789,339,78
3,556,1494,357,356,742,752,352,80
3,557,1493,366,359,739,754,345,81
3,558,1486,319,342,728,758,335,75
3,559,1509,364,376,721,788,346,85
3,560,1521,328,287,711,810,347,66
3,561,1480,364,342,684,796,361,77
3,562,1458,349,347,683,775,338,76
3,563,1456,361,375,688,768,359,84
3,564,1470,353,319,718,752,338,71
3,565,1436,350,390,707,729,349,86
3,566,1476,365,360,730,746,340,79
3,567,1471,359,381,732,739,338,80
3,568,1493,375,338,735,758,325,76
3,569,1456,366,342,735,721,326,73
3,570,1432,373,326,717,715,323,74
3,571,1385,354,289,709,676,318,65
3,572,1320,317,332,667,653,314,73
3,573,1335,318,369,677,658,314,81
3,574,1386,337,323,707,679,311,71
3,575,1372,341,401,694,678,330,94
3,576,1432,357,340,720,712,310,75
3,577,1415,324,351,720,695,320,78
3,578,1442,376,390,718,724,331,87
3,579,1456,327,303,723,733,295,69
3,580,1432,367,337,709,723,320,76
3,581,1402,339,294,698,704,315,64
3,582,1357,343,251,690,667,304,60
3,583,1265,309,319,623,642,291,73
3,584,1275,295,317,615,660,293,70
3,585,1297,316,264,624,673,294,61
3,586,1245,277,292,604,641,311,64
3,587,1260,328,306,616,644,315,69
3,588,1238,321,264,606,632,293,59
3,589,1181,333,303,594,587,303,72
3,590,1151,252,236,598,553,273,53
3,591,1135,278,258,598,537,254,57
3,592,1115,279,309,587,528,267,67
3,593,1145,270,276,598,547,254,60
3,594,1151,262,277,594,557,247,61
3,595,1166,266,349,601,565,272,76
3,596,1249,298,324,649,600,273,72
3,597,1275,347,313,663,612,267,69
3,598,1241,300,283,638,603,252,64
3,599,1224,286,293,631,593,257,66
3,600,1231,296,275,649,582,258,60
3,601,1210,323,323,636,574,278,74
3,602,1210,321,277,623,587,267,63
3,603,1166,268,238,601,565,258,53
3,604,1136,308,254,590,546,261,57
3,605,1082,231,299,551,531,262,65
3,606,1150,287,295,571,579,267,67
3,607,1158,266,221,577,581,251,51
3,608,1113,262,275,554,559,256,62
3,609,1126,274,249,563,563,254,57
3,610,1101,247,285,547,554,242,62
3,611,1139,319,287,575,564,264,62
3,612,1107,274,252,566,541,253,55
3,613,1085,265,253,541,544,248,56
3,614,1073,262,195,529,544,237,44
3,615,1006,258,250,507,499,240,55
3,616,998,248,226,492,506,242,55
3,617,976,242,282,479,497,241,62
3,618,1016,232,271,523,493,239,58
3,619,1055,290,328,547,508,243,71
